,Action_1,Action_2,Action_3,Action_4
0,0.15265386445140455,-0.12100296370575185,0.4427012141226683,0.3378965160972963
1,-0.690806036270097,-0.004037983972294199,0.11980075529623538,-0.22518194658179191
2,-0.5722095663191665,-0.2547448300426689,-0.0610580781923702,-0.42510311044869165
3,-0.4303202804303775,-0.019878719375457727,0.17477427992858663,-0.43742631164339335
4,0.035180411518258604,-0.05068511184251636,0.04508827740172035,-0.17525391050270575
5,-0.19767005296900805,0.027531587970198328,0.1033346953979446,-0.03718602950372135
6,0.021970538134546667,0.03066574168008892,0.0011530903683623149,0.22460136697252647
7,-0.07590152128632092,0.0923067356928027,-0.051834501347726346,0.36260373551851455
8,0.048349689487332564,0.1506205015557564,-0.09770522599083735,0.5818807014745543
9,0.013273964253335378,0.1762146907127511,-0.19415967207627854,0.6975500957582494
10,0.04813153852382349,0.21196337674720006,-0.2705091140906833,0.8034283851529782
11,0.029828043206083853,0.2334992699479258,-0.3580553970099011,0.8674616787439225
12,-0.23955686922152863,0.4835962635810306,-0.04020940737704157,0.8520279238104926
13,0.23683857629624652,0.5522670375460959,-0.04681629541237091,0.8409171176356599
14,0.19152204564753741,0.4948374550664247,-0.1589067899210622,0.8301398486913067
15,0.21669339885317723,0.44201136540132735,-0.1188257986949831,0.866603959432657
16,0.06412571678729946,0.3529863517550263,-0.15738863262414154,0.8512772668200767
17,0.08690188451318301,0.2997165295825978,-0.15703392712628908,0.8480480238966689
18,-0.0049239159742003194,0.20701583001856932,-0.17971553706203278,0.88058610149959
19,0.03990496379320813,0.1413982044471999,-0.15556903827933233,0.8728884534602839
20,0.10382094277238904,0.0707213877874917,-0.12677913489141793,0.8726430469095279
21,0.06812160662659776,-0.03555150825931881,-0.10132454389730856,0.8630881410657867
22,-0.08720883180042938,0.015999215641965978,0.21639667121793416,0.8153362758260716
23,0.1493062614039887,-0.20611312012447414,0.18379727115309336,0.7935737181446162
24,-0.22127728125387866,-0.08522162130162653,0.49437878198099916,0.6474104960420229
25,-0.00592217881094014,-0.15123424512510406,0.6810558910500858,0.5238552608054153
26,-0.8676057501531292,-0.8629793734831772,0.049551579726212144,0.4414236199001008
27,-0.9639547417246931,-0.8560534027274307,0.6527096283234953,0.017375246918592442
28,-0.3104985049698149,-0.8673264721668682,0.43487837013343467,-0.1226272838332731
29,-0.7301107348272742,-0.7989996138667258,0.18915648960005008,-0.19496334699071013
30,0.7264816302899675,-0.29920132941727356,0.5129647379815345,0.22955078126611664
31,0.6594564356775743,-0.10142839494337541,0.3519480717114441,0.05705391170896244
